iter	RMSE
258	0.3185211828
259	0.3179377745
260	0.3177472271
261	0.3169549563
262	0.3165699562
263	0.3165571507
264	0.3150135679
265	0.3130348546
266	0.3127565258
267	0.3125199375
268	0.312502832
269	0.3119563664
270	0.3113068959
271	0.3101748823
272	0.3096908753
273	0.3096096353
274	0.3078432449
275	0.3075443925
276	0.3072712466
277	0.3071430634
278	0.3067976206
279	0.3065393463
280	0.3060927709
281	0.3059316649
282	0.3056425367
283	0.3052163935
284	0.3050127638
285	0.3048274734
286	0.3044674259
287	0.3042281285
288	0.303737836
289	0.3035157264
290	0.3031542901
291	0.3028775804
292	0.3026366333
293	0.3024196974
294	0.3022156217
295	0.3019960103
296	0.3017363893
297	0.3014052027
298	0.3008852171
299	0.300658449
300	0.3005320248
301	0.3004870834
302	0.2984642289
303	0.2982221938
304	0.2978031844
305	0.2976025468
306	0.2973195416
307	0.2969562504
308	0.2965050705
309	0.2961798969
310	0.2959629418
311	0.2957296149
312	0.2954386829
313	0.2952538138
314	0.295214134
315	0.2948798303
316	0.2946745189
317	0.2941985065
318	0.2937355801
319	0.2936332478
320	0.2932581401
321	0.2930179347
322	0.2923430594
323	0.2920981161
324	0.2909489023
325	0.2907530846
326	0.2904866721
327	0.2903284934
328	0.2899453216
329	0.2889223423
330	0.2886091908
331	0.2884063822
332	0.2880589491
333	0.2878763123
334	0.2876392932
335	0.2873008402
336	0.2871291508
337	0.2868559537
338	0.286566389
339	0.2863380184
340	0.2860950402
341	0.2858256872
342	0.2856128967
343	0.2852961978
344	0.2851895957
345	0.2840242504
346	0.2838310642
347	0.2836356802
348	0.2834803609
349	0.2833332174
350	0.2831061035
351	0.2821431367
352	0.2818268313
353	0.2816285006
354	0.2814337514
355	0.2812459697
356	0.2810695219
357	0.2808725513
358	0.2801566231
359	0.2801413783
360	0.2799412282
361	0.2797222444
362	0.2795766583
363	0.2792051878
364	0.279029208
365	0.278828631
366	0.2787500942
367	0.2785746974
368	0.2785327269
369	0.2784170783
370	0.2783350655
371	0.2781301331
372	0.2780551718
373	0.2778395888
374	0.2776436358
375	0.2775488354
376	0.2774764749
377	0.2773088221
378	0.2771821487
379	0.2770348843
380	0.2766486698
381	0.2765387586
382	0.2765020661
383	0.276383061
384	0.2763294717
385	0.2762545615
386	0.2762480749
387	0.2761083854
388	0.275828534
389	0.2750826699
390	0.2749525527
391	0.2748019395
392	0.2741093781
393	0.2739564264
394	0.2736721346
395	0.2734749094
396	0.2733347769
397	0.2732347827
398	0.2730125117
399	0.272961814
400	0.2722837618
401	0.2714391985
402	0.2710068773
403	0.2707543015
404	0.2706662524
405	0.2706116977
406	0.2705039238
407	0.2703505727
408	0.2702661329
409	0.270200523
410	0.2698680759
411	0.2696902111
412	0.2694438918
413	0.2692994516
414	0.269101278
415	0.2689710531
416	0.2687188204
417	0.2685679403
418	0.2684403561
419	0.2681718787
420	0.2679959751
421	0.2678764054
422	0.2677761463
423	0.2677706561
424	0.2677645577
425	0.2676444139
426	0.2674652055
427	0.2674622174
428	0.2672791527
429	0.2670968778
430	0.2668832346
431	0.2668774432
432	0.2668747924
433	0.2668205576
434	0.2666697792
435	0.2665437087
436	0.2658059927
437	0.2655197982
438	0.2655159838
439	0.2653866292
440	0.2651659144
441	0.2651633954
442	0.2650385926
443	0.2648798996
444	0.2648761347
445	0.2648681399
446	0.2647229928
447	0.2646962252
448	0.2646182996
449	0.2646153005
450	0.2644246937
451	0.2644197672
452	0.2643866583
453	0.2643303106
454	0.2643298068
455	0.26415246
456	0.2639805922
457	0.2637872752
458	0.2635950228
459	0.2635037239
460	0.2632076097
461	0.263027706
462	0.2628940775
463	0.2626481695
464	0.2623481169
465	0.2613906801
466	0.2611868086
467	0.260978049
468	0.2608163157
469	0.2603891676
470	0.2602655522
471	0.2600480132
472	0.2598320516
473	0.2596329947
474	0.259626555
475	0.2591067238
476	0.2588449165
477	0.2585232087
478	0.2584478558
479	0.2584463846
480	0.2582721033
481	0.2580679349
482	0.2575991513
483	0.2575856819
484	0.25750959
485	0.2570865501
486	0.256456079
487	0.2563304556
488	0.2562777237
489	0.2561525347
490	0.2559114998
491	0.25576947
492	0.2556516628
493	0.2555196345
494	0.2550265497
495	0.2548551522
496	0.2548294755
497	0.2547668077
498	0.2546072868
499	0.2545649648
500	0.254397259
501	0.2542237
502	0.2531685212
503	0.2526896083
504	0.2525341743
505	0.2524768163
506	0.2516840859
507	0.2515698497
508	0.251435263
509	0.251260763
510	0.2511255413
511	0.2511225476
512	0.2509799636
513	0.2508729416
514	0.2507302204
515	0.250511255
516	0.2505036414
517	0.2504427521
518	0.2503287498
519	0.2501813096
520	0.2500621136
521	0.2499201516
522	0.2497920986
523	0.2496261723
524	0.2494914066
525	0.248286476
526	0.2482757935
527	0.247065737
528	0.2469068096
529	0.2462939897
530	0.2461485847
531	0.2459990195
532	0.2456311716
533	0.2455447777
534	0.2454448036
535	0.2453471387
536	0.2451264692
537	0.2449358514
538	0.2448040579
539	0.2446425842
540	0.2444159715
541	0.2443923837
542	0.2442891592
543	0.2442555552
544	0.2441069902
545	0.2439164102
546	0.2439045538
547	0.2437601434
548	0.2437387025
549	0.2437196795
550	0.2436720013
551	0.2429295961
552	0.2427799643
553	0.2423018472
554	0.2422196865
555	0.2421002765
556	0.2420766946
557	0.2419736728
558	0.2418176118
559	0.2416386906
560	0.2415324239
561	0.2413713128
562	0.2412470205
563	0.2410418938
564	0.2410214269
565	0.2410001656
566	0.2408436892
567	0.2407268576
568	0.2405751018
569	0.240453198
570	0.2403257474
571	0.2401993011
572	0.2401407604
573	0.2401243065
574	0.2399622963
575	0.2396900334
576	0.2394254824
577	0.2387639075
578	0.238644893
579	0.2384580938
580	0.238323557
581	0.2381226722
582	0.2379060426
583	0.2377574512
584	0.2376437212
585	0.2375359155
586	0.2374370809
587	0.2372954725
588	0.2372885018
589	0.2368065762
590	0.2366621482
591	0.2365525739
592	0.2361253553
593	0.2359635923
594	0.2358418559
595	0.2356564167
596	0.2353162432
597	0.2351737061
598	0.2351683681
599	0.2350367538
600	0.2349327151
601	0.2348521885
602	0.234797446
603	0.2346862651
604	0.2346806367
605	0.2345949378
606	0.2345927996
607	0.2345018367
608	0.2343665421
609	0.2342701916
610	0.2341862101
611	0.2339891919
612	0.2339809967
613	0.23385293
614	0.2337520915
615	0.2335455914
616	0.2334518288
617	0.2334299242
618	0.2322681993
619	0.2322482448
620	0.2322336151
621	0.2321476511
622	0.2319929381
623	0.2318854957
624	0.2318693378
625	0.2311833901
626	0.2309679898
627	0.2309337797
628	0.2307990961
629	0.2307714584
630	0.2307098472
631	0.2304827092
632	0.2304798269
633	0.2301726844
634	0.2300073275
635	0.229993977
636	0.2299770935
637	0.2299657247
638	0.2299491285
639	0.2298510854
640	0.2298311987
641	0.2296709406
642	0.2295327139
643	0.2286955407
644	0.2286931578
645	0.2285739506
646	0.228459959
647	0.2283944601
648	0.2282988332
649	0.2282538516
650	0.2282478478
651	0.2281303042
652	0.2281131472
653	0.228108651
654	0.2279549104
655	0.2279476603
656	0.2273242522
657	0.2272147134
658	0.2270630717
659	0.2270063516
660	0.2269462025
661	0.2268546895
662	0.226723675
663	0.2265999353
664	0.2265595435
665	0.2265102956
666	0.2264869255
667	0.2263856455
668	0.2263384288
669	0.2262663992
670	0.2260995763
671	0.225981136
672	0.2258078278
673	0.2256536722
674	0.2255066029
675	0.2252134453
676	0.2251545821
677	0.224977993
678	0.2249003247
679	0.2247756582
680	0.2244888247
681	0.2242415455
682	0.2242103462
683	0.2242089404
684	0.2241007508
685	0.2240486781
686	0.2238097083
687	0.2236600261
688	0.2234131894
689	0.2231931853
690	0.2231911652
691	0.223190272
692	0.2231286325
693	0.2225233062
694	0.2222758381
695	0.2222744493
696	0.2221610015
697	0.2220507936
698	0.2220327291
699	0.2218235395
700	0.2216690843
701	0.2215580828
702	0.2214516881
703	0.221444991
704	0.2214055327
705	0.221341523
706	0.2212318202
707	0.2211316199
708	0.2211140271
709	0.2206091952
710	0.2204982467
711	0.2204888666
712	0.2202813758
713	0.2201813114
714	0.2201158127
715	0.2199679859
716	0.2198586682
717	0.2196985665
718	0.2196044376
719	0.2196026917
720	0.2193563563
721	0.2192418924
722	0.2191913306
723	0.2191117077
724	0.2191085848
725	0.2190120354
726	0.2188781513
727	0.2187971857
728	0.2185020799
729	0.2184333414
730	0.2178366815
731	0.2176684654
732	0.2176655746
733	0.2174706325
734	0.217400458
735	0.2172255203
736	0.2170552462
737	0.2169562195
738	0.2166403452
739	0.2164555153
740	0.216407752
741	0.2162180973
742	0.2160700367
743	0.2159815757
744	0.2158234507
745	0.2157468216
746	0.2156761851
747	0.2155824322
748	0.2155545033
749	0.2155065001
750	0.2154334886
751	0.2148504021
752	0.2146073784
753	0.2144801901
754	0.214385352
755	0.2139675065
756	0.2138649098
757	0.2133669096
758	0.2132751152
759	0.2132130016
760	0.2131732766
761	0.2130247038
762	0.2128994517
763	0.2127788761
764	0.2126263365
765	0.2125107486
766	0.2124336115
767	0.2122632633
768	0.2120807807
769	0.2120506154
770	0.2119326998
771	0.2118554497
772	0.2117306759
773	0.2116120667
774	0.2115234216
775	0.2114514863
776	0.2112340472
777	0.2112052013
778	0.2110988326
779	0.2109511281
780	0.2108741152
781	0.2107365366
782	0.2105666829
783	0.2104773067
784	0.210470641
785	0.210355869
786	0.2103414212
787	0.2102361552
788	0.2101455725
789	0.210079667
790	0.2100790856
791	0.2100747062
792	0.2100680442
793	0.2100125183
794	0.2098261286
795	0.209822443
796	0.2097539637
797	0.2097091659
798	0.209500814
799	0.2094566246
800	0.208823151
801	0.2087778723
802	0.2086015853
803	0.2084315712
804	0.2079742112
805	0.2078285221
806	0.2076852187
807	0.2076167192
808	0.2075174118
809	0.2066829144
810	0.2065634595
811	0.2064275415
812	0.2063773377
813	0.2062438653
814	0.2062049658
815	0.2061671682
816	0.2061224142
817	0.2055900894
818	0.2054918715
819	0.2054801136
820	0.2054051887
821	0.2052902598
822	0.2052687247
823	0.2051141682
824	0.2050122601
825	0.2049762278
826	0.2049181993
827	0.2048347106
828	0.2047054611
829	0.204513506
830	0.2044042969
831	0.2043064442
832	0.203956926
833	0.2037885195
834	0.2037403441
835	0.2037142218
836	0.2035524816
837	0.2034777731
838	0.203352822
839	0.2032762221
840	0.2032603022
841	0.2031996237
842	0.2031669461
843	0.2029988272
844	0.2027397493
845	0.2025643817
846	0.202221457
847	0.2021824956
848	0.2020585383
849	0.2019490463
850	0.2018838543
851	0.2017945659
852	0.2016760771
853	0.2013504666
854	0.2013212226
855	0.2012621587
856	0.2008268899
857	0.2007021483
858	0.2005902885
859	0.2000278197
860	0.1999141889
861	0.1998848672
862	0.1997578221
863	0.1996730316
864	0.1995704022
865	0.1993207439
866	0.1989994029
867	0.1989111825
868	0.1988381176
869	0.1987054221
870	0.1983513814
871	0.1982310076
872	0.198121342
873	0.1977302334
874	0.1977116468
875	0.1976434311
876	0.1974601115
877	0.1974367718
878	0.1973091174
879	0.1972529203
880	0.1971504406
881	0.1970108465
882	0.1969549458
883	0.1968632173
884	0.1964930841
885	0.1963871277
886	0.1959241764
887	0.1958971437
888	0.1958678951
889	0.1957628819
890	0.1956729597
891	0.1954670667
892	0.195352877
893	0.1952790075
894	0.1952755788
895	0.1952309512
896	0.1950581178
897	0.1948349329
898	0.1948114514
899	0.1946704982
900	0.1945723061
901	0.1945450388
902	0.1944352829
903	0.194349965
904	0.1942907397
905	0.1942495059
906	0.1941603964
907	0.1941429197
908	0.1940676091
909	0.1938545767
910	0.1937454713
911	0.1936731236
912	0.1935934574
913	0.1935303372
914	0.1934396099
915	0.193303871
916	0.1932145923
917	0.1929226
918	0.1927646629
919	0.192570009
920	0.1924923357
921	0.1923117129
922	0.1922369944
923	0.1921382404
924	0.1920320863
925	0.1918550682
926	0.1917645163
927	0.1916850728
928	0.1914929119
929	0.1913866664
930	0.1913036663
931	0.1910145815
932	0.1909608956
933	0.1908463221
934	0.1907439687
935	0.1906026811
936	0.1904402695
937	0.1903490036
938	0.1903341456
939	0.1902875691
940	0.1901880495
941	0.1901210882
942	0.1900964343
943	0.1899876861
944	0.1897930402
945	0.1896761147
946	0.1895876086
947	0.1894338192
948	0.1894123732
949	0.1893496293
950	0.1893093923
951	0.189168675
952	0.189065806
953	0.1889730633
954	0.1889622755
955	0.1888738041
956	0.1888073415
957	0.1887543585
958	0.1886616404
959	0.1885006769
960	0.1884285585
961	0.1882553674
962	0.1882105968
963	0.1880047215
964	0.1878914391
965	0.1878677034
966	0.1877916382
967	0.1877216602
968	0.1876851189
969	0.1876107604
970	0.1875835251
971	0.1874745671
972	0.1874101499
973	0.1872516086
974	0.1871372335
975	0.1871255851
976	0.1871006388
977	0.1870968011
978	0.1869731662
979	0.1868746336
980	0.1867077013
981	0.1866875672
982	0.1866548846
983	0.186611653
984	0.1864994893
985	0.1864246408
986	0.186353844
987	0.1863413252
988	0.186244101
989	0.1861362576
990	0.1860781205
991	0.1860458842
992	0.1860351061
993	0.1859358798
994	0.1858731728
995	0.1857646404
996	0.1857152121
997	0.1856977785
998	0.1856725282
999	0.1855705734
